Title,Location,Name,Relationship,Date,Source
"Criterion, Carngham",Carngham (Vic.),"Hill, Preston",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rosherville, Metung",Metung (Vic.),"Hill, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),"Hockey, Tom",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Quartz Miners, Stawell",Stawell (Vic.),"Hole, Isaac",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Somerset, Bannockburn",Bannockburn (Vic.),Holmes,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Barb, Newtown",Newtown (Vic.),Hood,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Pack Horse, Ballarat",Durham St (Ballarat Vic.),"Hoskens, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Frankston, Mornington",Schnapper Point (Vic.),"Howard, Henry",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Washington, Ballarat",Skipton St (Ballarat Vic.),"Hudson, W",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grange Family, Hamilton",Hamilton (Vic.),Huntly,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction, Woods Point",Woods Point (Vic.),Hurley,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"John OGroat, Ballarat",Main Rd (Ballarat Vic.),"Irwin, Wm",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Standard, Linton",Suffolk St (Linton Vic.),Jackson,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rokewood, Rokewood",Rokewood (Vic.),"James, C",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lubeck, Lubeck",Lubeck (Vic.),"Jamieson, Peter",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Rupanyup",Rupanyup (Vic.),"Jamieson, Peter",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Prince of Wales, Ballarat",Humffray St (Ballarat Vic.),"Jenkins, W A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),Jennings,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Hamilton",corner Gray & Thompson Sts (Hamilton Vic.),"Jewell, J",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Limerick, Ballarat",Main Rd (Ballarat Vic.),"Johnson, G",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Junction, Lauriston",Lauriston (Vic.),Johnston & Mrs,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Jones, St Arnaud",St Arnaud (Vic.),"Jones, Edward",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Liverpool Arms, Talbot",Maryborough Rd (Talbot Vic.),Jones,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"White Hart, Ballarat",Sturt St (Ballarat Vic.),"Keelan, E R",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Kyneton",Baynton St (Kyneton Vic.),Kelly,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Court House, Jamieson",Perkin St (Jamieson Vic.),"Kelson, J H",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Mansfield",Mansfield (Vic.),Kelson,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Greyhound, Ballarat",Main Rd (Ballarat Vic.),"Kenny, P",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hunstmans Inn, Meredith",Meredith (Vic.),"Kent, A P",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown, Horsham",Wilson St (Horsham Vic.),"Kershaw, George",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bush Inn, Mount Macedon",Mount Macedon (Vic.),Kettle,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Camperdown",Camperdown (Vic.),"Kucks, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Grange Family, Hamilton",Hamilton (Vic.),"La Trobe, Governor",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Arthurs Seat, Dromana",Dromana (Vic.),Laing,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Arthurs Seat, Dromana",Dromana (Vic.),Laing,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Dromana, Dromana",Dromana (Vic.),Laing & Watkins,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Sale",corner York & Macalister Sts (Sale Vic.),"Lamb, Decimus",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Exchange, Sale",corner Raymond & Foster Sts (Sale Vic.),"Lamb, Decimus",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Travellers Rest, Branxholme",Branxholme (Vic.),"Lang, Jno",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Kyneton",Mollison St (Kyneton Vic.),"Leaney, G",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Turf Club, Buln Buln",Buln Buln (Vic.),"Lee, Arthur",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ditchley Park Hotel & Post Office, Beech Forest",Beech Forest (Vic.),"Legge, Thomas C",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Point, Ballarat",corner Eureka St & Specimen Hill (Ballarat Vic.),"Lepp, J A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Perseverance, Ballarat",Chisholm St (Ballarat Vic.),Lewis,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal Mail, Mooroopna",corner Main & Archer Sts (Mooroopna Vic.),"Lovelock, Tom",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Bannockburn",Bannockburn (Vic.),"Lucas, Frank P",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bull & Mouth, Creswick",Albert St (Creswick Vic.),"Luckraft, John N",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Burke & Wills, Ballarat",Peel St (Ballarat Vic.),"Lysaught, A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Leongatha",Leongatha (Vic.),"Maddern, Sol",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Farmers Arms, Nhill",Nhill (Vic.),"Maddren, A R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Nathalia",Elizabeth St (Nathalia Vic.),"Maher, F",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Peters Hotel & Store, Carapoore",Carapoore (Vic.),"Malcolm, James",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Exchange, Horsham",Horsham (Vic.),"Malcolm, R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"National, Ballarat",Armstrong St (Ballarat Vic.),"Malin, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Boggy Bridge, Nirranda",Nirranda (Vic.),Mason,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Rushworth, Rushworth",Rushworth (Vic.),"McCollough, Sed",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Ballan",Ballan (Vic.),"McCormick, V",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Macs, Portland",Portland (Vic.),"McDonald, Hector",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Mordialloc, Mordialloc",Mordialloc (Vic.),McDonald,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Coleraine, Coleraine",Whyte St (Coleraine Vic.),"McElvery, C",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"McGill, Mavis Adele",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"McGill, William John",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Newsmarket, Kyneton",Kyneton (Vic.),McGrath,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Steam Packet, Echuca",Hare St (Echuca Vic.),"McInerney, M",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock Hotel & Store, Mooroopna",Mooroopna (Vic.),"McKenzie, Colin",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"McKenzies Family, Portland",corner Gawler & Percy Sts (Portland Vic.),McKenzie,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Angel, Ballarat",Victoria St (Ballarat Vic.),"McManamny, J",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Esplanade, Inverloch",Inverloch (Vic.),"McNamara, Edward Francis",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Squatters Arms, Lawloit",Lawloit (Vic.),"McNiven, Joseph",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Age, Maryborough",Maryborough (Vic.),"Meincke, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Half-way, Arnoldss Bridge",Arnoldss Bridge (Vic.),"Metalman, Chris",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Criterion, Clunes",Clunes (Vic.),"Metzger, Martin",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Southern Cross, Ballarat",Sturt St (Ballarat Vic.),"Michaelson, A K",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Warrnambool",Warrnambool (Vic.),"Mickle, Thomas",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Queens Head, Lockwood",Lockwood (Vic.),"Miller, Albert",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Richardson, Donald",Donald (Vic.),"Miller, Edward",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Times, Ballarat",Victoria St (Ballarat Vic.),"Miller, W",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Bacchus Marsh",Bacchus Marsh (Vic.),Miller,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Mooroopna",Morrell St (Mooroopna Vic.),Miller,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Sir John Franklin, Ballarat",Grant St (Ballarat Vic.),"Millett, M A",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Clare Castle, Kyneton",Kyneton (Vic.),"Minogue, James",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bridge Inn, Casterton",Casterton (Vic.),"Mohr, M I",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Star, Sale",Raymond St (Sale Vic.),"Molphy, T R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Ye Kings Arms, Neerim South",Neerim South (Vic.),"Morgan, William",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Morrells Junction, Mooroopna",Main St (Mooroopna Vic.),"Morrell, W H",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Victoria, Benalla",Benalla (Vic.),"Morriss, Mary A",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Hampton Court, Ballarat",Sturt St (Ballarat Vic.),"Munro, J",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Market, Ballarat",Bridge St (Ballarat Vic.),"Murphy, W",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"McIvor Inn, Heathcote",Kilmore Rd (Heathcote Vic.),"Murray, Matthew",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Ballarat",Main Rd (Ballarat Vic.),"Neylan, M",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Black Horse Inn, Ballarat",Drummond St (Ballarat Vic.),"Nicholas, T",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Galatea, Ballarat",Peel St (Ballarat Vic.),"Nicholl, R",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Stawell",Stawell (Vic.),Nicholls,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Warrnambool, Warrnambool",corner Banyan & Merri Sts (Warrnambool South Vic.),"Nicol, G",Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Crown & Sceptre, Cardigan",Cardigan (Vic.),"Niphard, George",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Esplanade, Inverloch",Inverloch (Vic.),"Nokes , Abel",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Bird in Hand, Ballarat",Victoria St (Ballarat Vic.),"Norman, J",Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Kerang",Kerang (Vic.),"Norman, William C",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"North Star, Ballarat",Victoria St (Ballarat Vic.),North,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Northages, Ballarat",Victoria St (Ballarat Vic.),"Northage, J",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Woolpack, Bacchus Marsh",Bacchus Marsh (Vic.),"Oatway, J",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Palace, Echuca",corner Hare & Heygarth Sts (Echuca Vic.),OBrien,Other,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"American, Ballarat",Skipton St (Ballarat Vic.),OBrien,Not identified,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Kyneton",Baynton St (Kyneton Vic.),OCallaghan,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Lancefield Hotel & Store, Mooroopna",Mooroopna (Vic.),ODonohue,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Railway, Kyneton",Baynton St (Kyneton Vic.),OFarrell,Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Golden Fleece, Charlton",Charlton (Vic.),"OKeefe, W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Royal, Kerang",Kerang (Vic.),"Oliver, Leslie Rupert",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Shamrock, Dandenong",Dandenong (Vic.),"Osboldstone, Mary",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Commercial, Birchip",Birchip (Vic.),"Palliser, John W",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
"Albion, Woorak",Woorak (Vic.),"Parker, John",Licensee,Not identified,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949"
